label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
2	None	1.3207 N	track & field	Technology and Information Management, Computer Science	682	-415	Los Angeles	390 m^2	0.6773	191
3	-981 kg	1.5648 N	tennis	Bioengineering, Applied Mathematics	-856	-938	Santa Ana, Anaheim, San Jose	1888 m^2	-0.7083	478
3	415 kg	-0.0797 N	boxing	Applied Mathematics, Bioengineering, Statistics, Computer Game Design	1094	1537	Anaheim	-1008 m^2	-0.3208	243
4	243 kg	0.4998 N	motor sports	Electrical Engineering	1588	-508	Long Beach	762 m^2	0.6048	-2097
2	628 kg	-0.588 N	badminton	Computer Science	2315	1895	Los Angeles	645 m^2	1.5841	935
4	1727 kg	0.0112 N	ice hockey	Computational Media	-211	1160	Irvine	1286 m^2	1.7824	857
3	-42 kg	0.1092 N	basketball	Statistics	-1465	1275	Sacramento, San Diego, Modesto	690 m^2	-0.8128	954
3	189 kg	0.6115 N	ice hockey	Computer Science	522	306	Santa Ana	332 m^2	-1.3575	514
4	1376 kg	1.0952 N	motor sports	Computational Media	873	-826	Long Beach, Fremont, San Francisco, San Bernardino	-638 m^2	0.2552	2058
2	-347 kg	1.4301 N	track & field	Data Science	78	-632	Los Angeles	N/A	-1.3385	708
3	966 kg	1.358 N	boxing	Applied Mathematics, Natural Language Processing	1908	902	Santa Clarita, Santa Ana	2116 m^2	-1.5015	869
2	20 kg	0.6991 N	Track & Field	Technology and Information Management	-453	-129	Los Angeles	-1393 m^2	-0.1725	528
2	-47 kg	-0.225 N	track & field	Computer Science, Technology and Information Management	791	-377	Irvine	159 m^2	-0.4881	-261
3	1735 kg	1.3308 N	volleyball	Applied Mathematics, Statistics	225	929	Modesto	-1105 m^2	-0.5749	-2
3	1452 kg	1.2965 N	boxing	Bioengineering, Natural Language Processing, Statistics	1189	984	San Jose	447 m^2	-1.3505	-780
0	1328 kg	0.4464 N	baseball	Computer Science	-69	2203	Santa Ana, Anaheim	-252 m^2	0.7223	-610
2	754 kg	0.5972 N	track & field	Data Science	2157	1939	Irvine	-666 m^2	1.3102	-1100
2	2635 kg	-1.1099 N	?	Data Science	1555	1483	Irvine	907 m^2	0.8229	1215
3	-333 kg	-0.4806 N	tennis	Electrical Engineering	2079	-150	Anaheim, Santa Ana, Santa Clarita	1587 m^2	0.1177	1506
2	722 kg	0.9056 N	track & field	dATA sCIENCE, tECHNOLOGY AND iNFORMATION mANAGEMENT	346	n/a	Los Angeles	2140 m^2	0.0691	766
3	867 kg	-0.0626 N	badminton	Statistics, Applied Mathematics	1074	1809	Santa Clarita, Anaheim, San Jose	162 m^2	-0.2428	1848
4	333 kg	0.5013 N	motor sports	Electrical Engineering	135	380	Stockton, Moreno Valley	-57 m^2	0.757	-1744
0	1109 kg	1.1186 N	baseball	Computer Engineering	-456	1158	SAN DIEGO	1241 m^2	-0.7733	973
2	2175 kg	0.5714 N	track & field	Data Science	1214	724	Los Angeles	642 m^2	0.9622	-76
0	1225 kg	1.5777 N	basketball	Electrical Engineering	784	2788	sacramento, modesto	-514 m^2	-0.4726	2105
0	1315 kg	1.7466 N	basketball	Robotics Engineering, Computer Engineering	1097	2301	San Diego, Oakland, Sacramento	3073 m^2	1.2887	40
3	1320 kg	0.9887 N	tennis	Bioengineering, Computer Game Design, Statistics, Applied Mathematics	1113	1317	Fremont	596 m^2	0.5506	2420
4	1379 kg	1.1582 N	motor sports	Computational Media	2677	-1187	San Francisco, San Bernardino, Fresno	-945 m^2	1.2494	778
1	1745 kg	0.9567 N	volleyball	Bioinformatics, Games and Playable Media	1628	2269	Chula Vista, Stockton, Moreno Valley, Riverside	1296 m^2	1.3091	382
3	505 kg	0.8202 N	boxing	Computer Game Design, Bioengineering, Applied Mathematics, Natural Language Processing	707	811	Anaheim, Santa Ana, Santa Clarita	872 m^2	-0.3759	224
1	1159 kg	1.5754 N	volleyball	Bioinformatics, Human Computer Interaction	730	1920	Modesto, Oakland	365 m^2	-0.7523	451
2	1466 kg	1.3241 N	boxing	Games and Playable Media, Human Computer Interaction	877	464	iRVINE	1460 m^2	0.6183	1049
1	1334 kg	-0.212 N	tennis	Human Computer Interaction	531	3187	Moreno Valley	-689 m^2	-0.0712	1294
3	-767 kg	-0.3449 N	badminton	Statistics, Computer Game Design, Natural Language Processing	2740	659	San Jose, Santa Clarita, Anaheim	1113 m^2	1.0636	2257
2	272 kg	0.4629 N	track & field	Technology and Information Management, Data Science	940	-186	Irvine	158 m^2	0.6664	-424
0	1309 kg	1.0669 N	basketball	Robotics Engineering	314	198	Modesto, Sacramento, Oakland	-144 m^2	0.5235	-243
0	1417 kg	1.1369 N	baseball	Robotics Engineering	1196	1010	San Diego	3315 m^2	-0.6986	1823
1	1246 kg	0.4652 N	football	Games and Playable Media, Bioinformatics	1635	199	Los Angeles	459 m^2	0.2206	1098
0	36 kg	1.1491 N	golf	Computer Engineering, Biotechnology	1555	1245	Sacramento, Oakland	1190 m^2	-0.6395	-848
2	204 kg	-0.3856 N	track & field	Data Science	1826	-534	Irvine	-222 m^2	-0.1601	-1175
1	864 kg	1.7086 N	volleyball	Bioinformatics	-186	1197	Stockton, Chula Vista	142 m^2	-0.5517	401
1	632 kg	2.307 N	football	Bioinformatics	-339	1853	None	1007 m^2	-0.2961	2208
2	841 kg	0.2411 N	track & field	Data Science, Computer Science	2189	622	Los Angeles	895 m^2	0.2293	1735
2	581 kg	2.1554 N	track & field	Data Science, Technology and Information Management	1676	2189	San Francisco, Fresno	1069 m^2	-0.3634	-300
2	812 kg	0.0673 N	track & field	Computer Science	519	1533	Oakland	591 m^2	-0.3898	909
0	334 kg	0.9386 N	baseball	Robotics Engineering, Computer Engineering	1679	-243	Oakland, Sacramento	230 m^2	1.7714	1111
2	1554 kg	0.8158 N	track & field	Computer Science, Technology and Information Management	1364	1669	Riverside, Bakersfield	N/A	1.3931	1667
2	165 kg	-0.6414 N	track & field	Computer Science, Data Science	1977	445	Los Angeles	978 m^2	-0.1994	1657
3	1134 kg	-0.1984 N	badminton	Computer Game Design, Natural Language Processing, Statistics	1030	834	Santa Ana, Santa Clarita	1866 m^2	0.1942	2120
0	327 kg	0.7967 N	baseball	Computer Engineering, Robotics Engineering	2183	1063	Bakersfield, Riverside	-470 m^2	-0.7591	120
1	2727 kg	0.6694 N	VOLLEYBALL	Bioinformatics	-1558	1876	Chula Vista	543 m^2	-0.1079	952
2	723 kg	0.383 N	track & field	Data Science, Technology and Information Management	7	2289	Irvine	-491 m^2	0.4014	1032
4	1032 kg	1.0998 N	motor sports	Electrical Engineering	1277	-143	Long Beach, San Bernardino, Fremont	2427 m^2	-1.129	362
4	128 kg	0.6279 N	running	Computational Media	1486	-550	None	281 m^2	1.7973	162
4	1686 kg	0.0512 N	football	Electrical Engineering	3402	1129	San Francisco	905 m^2	0.4719	721
2	377 kg	0.4704 N	track & field	Data Science	1050	734	Irvine	-451 m^2	0.7067	630
1	2209 kg	-0.5545 N	football	Bioinformatics	401	-1233	Stockton, Moreno Valley, Chula Vista	-114 m^2	-0.2988	2196
4	1300 kg	0.5018 N	ice hockey	Computational Media	-1065	-525	San Francisco	-434 m^2	0.9645	1092
4	1971 kg	0.0774 N	running	Computational Media	134	-715	Fremont, Long Beach, San Francisco, Fresno	749 m^2	1.8189	-205
4	-65 kg	1.418 N	motor sports	Computational Media	-1294	-1068	SAN BERNARDINO	-621 m^2	0.8538	-140
1	102 kg	1.1417 N	volleyball	Games and Playable Media, Human Computer Interaction	164	501	Fresno, Long Beach, San Francisco	-30 m^2	-1.8448	490
0	154 kg	0.4357 N	baseball	robotics engineering	226	736	Sacramento	225 m^2	0.6491	-721
0	1133 kg	2.286 N	basketball	Biotechnology, Robotics Engineering	659	894	Fresno	442 m^2	2.0398	1188
2	1092 kg	0.1618 N	track & field	Technology and Information Management	1552	-521	Los Angeles	-330 m^2	-0.7808	-417
4	752 kg	-1.0977 N	running	Computational Media	186	377	San Francisco, Long Beach, Fremont	-885 m^2	0.7264	1229
2	306 kg	1.2253 N	Track & Field	Computer Science	90	318	Los Angeles	96 m^2	0.0372	-119
1	365 kg	1.5629 N	volleyball	bIOINFORMATICS	-202	575	Bakersfield, Moreno Valley, Riverside, Chula Vista	1032 m^2	-0.0753	-1114
4	1297 kg	1.0018 N	motor sports	Electrical Engineering	-24	411	San Bernardino, Fremont	2205 m^2	0.6275	974
4	2126 kg	-0.9252 N	soccer	Electrical Engineering	-183	2203	Fremont	-802 m^2	1.0791	1048
1	1874 kg	0.6438 N	volleyball	Bioinformatics	1496	526	Moreno Valley	687 m^2	0.0263	-1158
1	1526 kg	0.7948 N	football	Human Computer Interaction	-573	1050	Stockton, Moreno Valley, Bakersfield, Chula Vista	2215 m^2	-1.4717	1435
0	1310 kg	1.2564 N	baseball	Technology and Information Management, Data Science	550	662	San Diego, Modesto	931 m^2	0.6847	1760
0	1177 kg	2.7229 N	golf	Computer Engineering	729	770	Modesto, Oakland, Sacramento	1727 m^2	0.7355	431
0	876 kg	1.7069 N	basketball	Computer Engineering	2020	2153	Sacramento	791 m^2	0.7327	-1147
2	317 kg	0.4811 N	track & field	Data Science	1930	1797	Irvine	1648 m^2	0.2324	1070
3	1190 kg	0.6337 N	badminton	Computational Media	738	397	San Jose	1827 m^2	0.3084	-335
3	446 kg	2.3853 N	ice hockey	Natural Language Processing, Statistics, Bioengineering	2117	1091	Santa Clarita	-1572 m^2	-0.5493	1581
3	-41 kg	-0.0119 N	tennis	Statistics, Natural Language Processing, Applied Mathematics, Computer Game Design	976	772	Santa Clarita	190 m^2	1.0207	-483
0	2296 kg	2.0133 N	GOLF	Computer Engineering, Robotics Engineering	1008	1202	San Diego	1292 m^2	-0.7354	-166
0	533 kg	1.4225 N	baseball	Biotechnology, Robotics Engineering	46	2827	Modesto, Sacramento, San Diego	2389 m^2	-0.0602	1033
0	595 kg	0.8173 N	golf	?	284	146	Modesto, Sacramento	-558 m^2	1.1337	1227
2	1280 kg	-0.1035 N	track & field	Computer Science	582	1846	Los Angeles	290 m^2	2.478	1887
4	1152 kg	0.5802 N	motor sports	Electrical Engineering	764	262	Long Beach, Fresno, Fremont	1190 m^2	1.5669	-820
2	950 kg	-0.578 N		Computer Science, Technology and Information Management	2083	-518	Irvine	-1094 m^2	2.1754	1101
1	1049 kg	0.4354 N	golf	Games and Playable Media	-392	154	Riverside	1409 m^2	-1.1103	504
2	49 kg	1.6626 N	track & field	Computer Science	1188	1011	Santa Clarita, Anaheim	-1022 m^2	0.1699	-1143
4	-134 kg	-0.7194 N	motor sports	Computational Media	910	322	Fremont, Fresno, Long Beach	-107 m^2	-0.0964	103
3	-1141 kg	1.7032 N	tennis	Computer Science	622	1201	Santa Clarita, San Jose, Santa Ana	-498 m^2	0.2501	1989
0	1603 kg	1.7368 N	basketball	Robotics Engineering, Biotechnology	-190	30	San Diego, Oakland, Sacramento	-434 m^2	2.0116	1802
4	505 kg	-0.1968 N	ice hockey	Electrical Engineering	2668	1913	San Francisco, San Bernardino	1159 m^2	1.624	950
2	191 kg	1.4014 N	track & field	Data Science	490	337	Los Angeles	-329 m^2	-0.76	833
2	2847 kg	0.131 N	track & field	Data Science, Technology and Information Management	176	1052	Irvine	5 m^2	0.7279	-1637
3	52 kg	0.4803 N	boxing	Statistics	1048	1198	Oakland	842 m^2	0.4176	-314
2	-618 kg	-0.6222 N	track & field	Technology and Information Management	-213	2149	Irvine	306 m^2	-0.3046	1475
0	144 kg	2.5346 N	baseball	Biotechnology, Robotics Engineering	2000	2172	San Bernardino	322 m^2	1.7465	-795
1	958 kg	0.3984 N	football	Bioinformatics	n/a	737	Moreno Valley, Chula Vista, Stockton	2444 m^2	-0.3095	141
0	1587 kg	0.1368 N	golf	Robotics Engineering	610	638	San Diego, Oakland	2911 m^2	-0.5561	836
1	1304 kg	1.3963 N	volleyball	Games and Playable Media	-641	448	Moreno Valley, Riverside, Chula Vista	469 m^2	-0.0023	-454
2	1746 kg	-0.7105 N	track & field	Technology and Information Management	46	-603	Irvine	-649 m^2	-0.2849	-82
2	1959 kg	1.6652 N	VOLLEYBALL	Computer Science	936	-104	Irvine	1208 m^2	0.2339	-101
2	785 kg	1.5003 N	track & field	Human Computer Interaction, Bioinformatics	1326	147	Irvine	1319 m^2	0.1248	1702
4	611 kg	0.4567 N	soccer	Electrical Engineering	1107	1202	Fresno, Long Beach, San Francisco	546 m^2	1.1656	983
4	NULL	1.0951 N	motor sports	Computational Media	-455	1442	San Francisco	1892 m^2	1.9565	264
1	837 kg	1.1586 N	volleyball	Bioinformatics	-265	908	San Bernardino, Fremont, San Francisco	707 m^2	0.1576	1122
4	1329 kg	-0.1904 N	motor sports	Applied Mathematics, Computer Game Design, Natural Language Processing	540	566	San Francisco, San Bernardino	1018 m^2	1.7767	209
2	821 kg	0.6365 N	motor sports	COMPUTER SCIENCE	2	-638	Irvine	1472 m^2	-1.0161	747
4	1229 kg	0.0984 N	SOCCER	Computational Media	569	-906	Long Beach, San Francisco, Fremont	-811 m^2	0.7449	718
0	560 kg	1.5439 N	baseball	Computer Engineering	474	306	Modesto, Sacramento, San Diego	1123 m^2	1.3715	-574
4	414 kg	0.3952 N	soccer	Electrical Engineering	393	481	San Bernardino, San Francisco	799 m^2	0.3067	402
0	-584 kg	0.3782 N	basketball	Computer Engineering	1637	1345	Sacramento, Oakland, Modesto	-895 m^2	1.4527	-964
4	106 kg	0.2253 N	motor sports	Electrical Engineering	2052	1112	Fresno	2651 m^2	0.9484	572
0	896 kg	-0.6149 N	BASEBALL	Computer Engineering	2165	582	San Diego	199 m^2	1.2798	647
2	36 kg	0.7511 N	track & field	Technology and Information Management	-72	-55	Los Angeles	160 m^2	-0.4937	981
4	NULL	0.7699 N	running	Electrical Engineering	1281	785	San Francisco	-1353 m^2	0.1349	-1514
2	-11 kg	0.3126 N	track & field	Technology and Information Management, Computer Science	516	-1104	Irvine	-571 m^2	-0.5101	328
0	747 kg	0.9947 N	baseball	Robotics Engineering	592	2210	Oakland, Modesto	-478 m^2	0.9384	391
0	-558 kg	1.3241 N	golf	Biotechnology	-123	140	Sacramento, Modesto, Oakland	331 m^2	-0.1989	554
0	1731 kg	1.6522 N	golf	Games and Playable Media, Bioinformatics	-164	1390	San Diego, Sacramento	672 m^2	1.3152	243
4	-393 kg	-0.2419 N	running	Computational Media	-524	282	San Bernardino, Fremont, Fresno	-43 m^2	0.3867	496
3	274 kg	1.1455 N	tennis	Natural Language Processing, Statistics, Bioengineering, Computer Game Design	879	2882	Santa Ana, Anaheim, Santa Clarita	1402 m^2	-0.1306	97
3	354 kg	1.3597 N	badminton	Natural Language Processing, Statistics, Computer Game Design	1733	1393	Anaheim	885 m^2	-0.3549	2597
2	1815 kg	0.1954 N	track & field	Computer Science, Technology and Information Management	1495	-896	None	1227 m^2	0.8168	1253
3	-424 kg	0.0972 N	tennis	Applied Mathematics	-622	2147	Anaheim, Santa Clarita	127 m^2	0.4021	1922
2	1487 kg	-0.1161 N	track & field	Technology and Information Management, Data Science	-685	125	Los Angeles	-614 m^2	-1.5739	-97
4	1466 kg	0.7171 N	badminton	Computational Media	-416	-650	Oakland, San Diego, Sacramento	998 m^2	0.8709	1170
4	-739 kg	0.7265 N	track & field	Computational Media	1174	-925	San Francisco, Long Beach, San Bernardino	323 m^2	1.0135	-1803
2	1656 kg	-0.9573 N	track & field	Technology and Information Management	-687	574	Irvine	-547 m^2	0.9498	393
3	-57 kg	1.4503 N	tennis	Applied Mathematics, Computer Game Design, Natural Language Processing	2000	216	San Jose	730 m^2	-1.3171	923
1	936 kg		volleyball	Games and Playable Media	761	-707	Riverside, Stockton, Chula Vista	-58 m^2	1.4281	-296
0	2969 kg	-0.1285 N	basketball	Computer Engineering, Biotechnology	201	788	Oakland, San Diego	437 m^2	0.864	1744
4	341 kg	-0.9592 N	soccer	Electrical Engineering	3211	1756	San Bernardino, Fremont, Fresno	599 m^2	-0.3281	1912
1	94 kg	-0.1705 N	volleyball	Human Computer Interaction	631	1454	Los Angeles	968 m^2	-0.3503	-1336
1	80 kg	1.002 N	volleyball	Games and Playable Media	412	637	Chula Vista	-596 m^2	-0.8677	-84
1	674 kg	0.9301 N	track & field	Games and Playable Media	-936	1144	Riverside, Chula Vista, Stockton, Moreno Valley	1763 m^2	-0.3123	447
1	1203 kg	0.8935 N	volleyball	Human Computer Interaction	-49	-220	Chula Vista, Riverside, Stockton	424 m^2	0.223	-1411
0	None	0.6514 N	basketball	Computer Engineering, Biotechnology	1679	1129	San Diego, Modesto	1176 m^2	-0.3376	1877
1	496 kg	1.9242 N	football	Games and Playable Media, Human Computer Interaction	374	113	San Jose	-20 m^2	0.5102	1767
0	-868 kg	n/a	tennis	Biotechnology	1323	275	Oakland, Modesto, Sacramento	798 m^2	1.6539	926
0	720 kg	0.861 N	baseball	Robotics Engineering	-3	546	Sacramento, San Diego, Oakland	2437 m^2	0.7328	491
2	933 kg	1.6567 N	track & field	Data Science	-423	-36	Los Angeles	-1528 m^2	-0.0499	599
1	549 kg	0.7185 N	volleyball	Games and Playable Media, Human Computer Interaction	-1444	1509	Oakland, Modesto	643 m^2	-0.628	1043
1	1015 kg	0.6641 N	volleyball	HUMAN COMPUTER INTERACTION, BIOINFORMATICS	87	2899	Bakersfield, Riverside, Stockton	2368 m^2	0.5234	193
1	1093 kg	1.949 N	football	Bioinformatics	-645	2866	Bakersfield, Chula Vista, Stockton	-359 m^2	0.2683	642
2	-588 kg	0.8353 N	boxing	Robotics Engineering	524	-9	Irvine	426 m^2	-1.3054	645
0	821 kg	1.7789 N	golf	Computer Engineering	964	137	Sacramento, Modesto	1204 m^2	1.2183	1496
2	?	NULL	running	Technology and Information Management, Data Science	1275	376	Irvine	1241 m^2	0.6062	1270
1	1117 kg	0.3162 N	boxing	Games and Playable Media, Bioinformatics	827	2352	Bakersfield	1801 m^2	-0.3588	359
3	415 kg	-0.3221 N	TENNIS	Human Computer Interaction	27	196	sANTA cLARITA, sAN jOSE	210 m^2	1.2394	147
2	45 kg	0.4754 N	track & field	Data Science	1162	1094	Irvine	-35 m^2	0.2513	861
1	1342 kg	-0.6776 N	volleyball	Bioinformatics, Games and Playable Media	1236	3255	Chula Vista	251 m^2	0.42	528
2	570 kg	1.2005 N	track & field	Applied Mathematics, Bioengineering	169	-552	Anaheim, Santa Ana	1832 m^2	-0.234	347
0	789 kg	1.6561 N	baseball	Biotechnology, Computer Engineering	656	1360	Oakland, Sacramento, Modesto	1718 m^2	1.5493	889
0	376 kg	1.7856 N	basketball	Robotics Engineering, Computer Engineering	883	2264	San Diego, Sacramento, Oakland	255 m^2	0.635	-804
2	712 kg	0.3723 N	TRACK & FIELD	Computer Science, Data Science	-849	927	Irvine	324 m^2	-0.1463	1157
2	1293 kg	-0.5918 N	track & field	Data Science, Technology and Information Management	1997	301	Bakersfield, Riverside, Chula Vista, Stockton	572 m^2	-0.5118	-265
4	1158 kg	N/A	soccer	Applied Mathematics	-30	2025	San Bernardino	-1423 m^2	0.8541	-623
1	2294 kg	1.7604 N	volleyball	Human Computer Interaction	0	-506	Bakersfield, Moreno Valley, Chula Vista	990 m^2	0.5469	1239
0	1301 kg	1.2289 N	baseball	Robotics Engineering	415	1475	San Diego	1425 m^2	0.8729	67
3	1587 kg	0.8896 N	boxing	Computer Game Design, Applied Mathematics	1772	2694	Santa Ana	1674 m^2	0.1584	2512
2	398 kg	1.2768 N	track & field	Computer Science, Data Science	597	1354	Irvine	249 m^2	0.1891	306
2	595 kg	1.0808 N	track & field	Technology and Information Management, Data Science	1399	861	Los Angeles	1998 m^2	-0.0646	406
2	187 kg	1.6394 N	track & field	Data Science	-198	-135	Irvine	-32 m^2	0.3507	1349
1	897 kg	-0.0413 N	Volleyball	Bioinformatics	215	1107	Stockton, Moreno Valley	233 m^2	-0.7871	1403
2	-644 kg	0.9955 N	track & field	Technology and Information Management, Data Science	-992	89	San Francisco, Fremont, Fresno, Long Beach	829 m^2	-0.1018	288
1	1506 kg	1.5448 N	volleyball	Biotechnology, Robotics Engineering	-12	2759	Moreno Valley, Stockton, Riverside	-607 m^2	0.5444	-434
2	-377 kg	1.0782 N	track & field	Computer Science, Data Science	1721	1348	San Jose, Anaheim, Santa Ana	-424 m^2	-0.6938	481
3	172 kg	0.1342 N	volleyball	Human Computer Interaction, Games and Playable Media	61	2599	Santa Ana, Santa Clarita	264 m^2	0.0749	254
4	701 kg	0.9048 N	golf	Computational Media	531	-110	Long Beach, San Bernardino, Fresno	309 m^2	0.1684	1588
2	1238 kg	0.5375 N	track & field	Computer Science	1855	596	Irvine	70 m^2	0.119	1127
0	-307 kg	1.7906 N	track & field	Robotics Engineering	1765	952	San Diego, Modesto, Sacramento	754 m^2	1.3263	1888
4	296 kg	0.8675 N	motor sports	Electrical Engineering	748	1039	San Francisco, Fremont, San Bernardino	443 m^2	0.4695	870
2	-468 kg	0.7667 N	Track & Field	Technology and Information Management, Data Science	269	1462	Irvine	-348 m^2	-1.4964	1288
4	-142 kg	-0.3759 N	football	Computational Media	415	532	San Francisco, San Bernardino, Fremont, Fresno	2085 m^2	0.4242	199
3	-68 kg	-0.3361 N	tennis	Statistics, Computer Game Design, Natural Language Processing	270	2437	San Jose	-296 m^2	-0.3111	-678
2	1568 kg	1.1711 N	track & field	Data Science, Computer Science	735	1759	Irvine	1019 m^2	-0.5198	861
0	-693 kg	-0.046 N	basketball	Biotechnology	2068	316	San Diego, Modesto	690 m^2	0.388	1168
0	-532 kg	2.373 N	basketball	computer engineering	2451	-398	Modesto, Oakland	-1102 m^2	0.0586	478
4	712 kg	1.4521 N	ice hockey	Computational Media	176	603	Fremont, Fresno, San Bernardino	2992 m^2	0.3228	670
2	1614 kg	-1.236 N	track & field	Technology and Information Management	19	982	lOS aNGELES	-548 m^2	1.1994	68
3	25 kg	0.6205 N	tennis	Statistics, Bioengineering, Computer Game Design, Natural Language Processing	883	1838	Santa Clarita	2011 m^2	0.4149	2686
2	75 kg	n/a	track & field	Computer Science, Data Science	386	-971	Los Angeles	62 m^2	0.5494	-1205
4	115 kg	-0.7798 N	soccer	Computational Media	-960	-661	Irvine	-529 m^2	-0.4908	-873
0	2412 kg	0.2186 N	Basketball	ROBOTICS ENGINEERING, BIOTECHNOLOGY	826	1746	Oakland	2664 m^2	0.429	652
3	1102 kg	0.9334 N	tennis	Natural Language Processing, Bioengineering, Computer Game Design	454	923	Anaheim, San Jose	788 m^2	0.333	1114
1	1280 kg	0.7581 N	football	Biotechnology	-1045	2188	los angeles	-653 m^2	-0.9122	638
2	235 kg	0.1863 N	track & field	Data Science	397	629	Los Angeles	53 m^2	-0.7144	-83
3	1219 kg	1.543 N	badminton	Natural Language Processing, Applied Mathematics, Bioengineering, Statistics	-24	1360	San Jose	864 m^2	1.3668	1556
0	270 kg	0.0593 N	basketball	Computer Engineering	775	591	Modesto, Sacramento, Oakland	1459 m^2	2.3141	1627
0	488 kg	0.6714 N	golf	Robotics Engineering, Computer Engineering	491	1956	Oakland	585 m^2	0.2085	1278
4	908 kg	0.2488 N	soccer	Computational Media	615	-955	Santa Ana, Santa Clarita	879 m^2	0.93	440
4	-855 kg	1.4075 N	ice hockey	Computational Media	327	924	Fremont, San Bernardino	1671 m^2	0.6287	870
4	1027 kg	-0.2424 N	soccer	Computational Media	664	933	Fresno, Fremont, Long Beach, San Francisco	-490 m^2	0.5481	503
3	949 kg	-0.5089 N	BADMINTON	human computer interaction	None	74	Santa Clarita, Santa Ana, San Jose	897 m^2	0.2697	697
1	468 kg	0.0157 N	football	Human Computer Interaction	-69	109	San Bernardino, San Francisco, Fresno, Long Beach	3 m^2	-0.999	-453
0	3572 kg	n/a	basketball	Robotics Engineering, Biotechnology	705	1541	San Diego, Modesto, Oakland	1746 m^2	0.1411	1735
3	-130 kg	1.6481 N	tennis	Applied Mathematics, Bioengineering	-446	965	San Jose	2813 m^2	-0.6384	1090
3	710 kg	0.024 N	baseball	Natural Language Processing, Bioengineering, Statistics	818	1030	Anaheim, Santa Ana	943 m^2	-0.6967	1068
2	674 kg	-0.6896 N	track & field	Data Science, Technology and Information Management	989	2095	Los Angeles	970 m^2	0.3936	892
3	1482 kg	-0.3717 N	badminton	Natural Language Processing, Bioengineering, Statistics	681	1057	Irvine	1315 m^2	0.1965	831
0	1144 kg	0.5809 N	baseball	Robotics Engineering	1064	-42	Sacramento, Oakland	1205 m^2	N/A	-277
3	101 kg	1.2895 N	badminton	Computer Game Design, Statistics, Natural Language Processing, Bioengineering	448	1410	Santa Clarita, Anaheim	1299 m^2	-0.4149	776
2	559 kg	0.3504 N	football	Computational Media	522	2429	Los Angeles	662 m^2	-1.6087	1935
3	668 kg	-0.0761 N	BOXING	Bioengineering, Computer Game Design, Applied Mathematics, Statistics	1640	1666	Anaheim, San Jose, Santa Ana	2494 m^2	0.0715	-397
0	993 kg	2.2131 N	golf	Robotics Engineering, Computer Engineering	1051	-1966	Long Beach	-1094 m^2	0.1947	-340
0	2442 kg	1.6349 N	baseball	Biotechnology, Robotics Engineering	127	861	Modesto, San Diego	1981 m^2	0.652	143
1	-409 kg	1.8423 N	volleyball	Bioinformatics	780	288	Moreno Valley, Riverside, Stockton	1847 m^2	0.5364	331
2	-758 kg	2.6125 N	track & field	Computer Science	1468	-445	San Diego	-582 m^2	0.0002	1360
0	367 kg	1.5512 N	golf	Robotics Engineering, Biotechnology	2738	3326	Sacramento, Modesto, San Diego	3244 m^2	N/A	-1021
2	1772 kg	0.2185 N	track & field	Computer Science, Technology and Information Management	55	687	Fresno	-220 m^2	0.6775	1119
3	-141 kg	0.7711 N	tennis	Bioengineering	721	839	Santa Ana, San Jose	1517 m^2	-0.6384	93
4	1375 kg	0.1737 N	ice hockey	Electrical Engineering	746	913	San Bernardino, Fremont, Fresno	-64 m^2	0.0458	1651
2	536 kg	0.3364 N	track & field	Computer Science, Technology and Information Management	1490	48	Irvine	213 m^2	0.9225	887
3	1018 kg	0.6226 N	tennis	Bioengineering, Computer Game Design, Natural Language Processing, Applied Mathematics	95	1822	Anaheim	390 m^2	-0.583	1036
0	718 kg	1.3216 N	basketball	Robotics Engineering	1041	3152	Irvine	1594 m^2	0.9051	-180
2	617 kg	0.8747 N	track & field	Technology and Information Management, Computer Science	1923	95	Los Angeles	2042 m^2	-0.5785	1271
2	1084 kg	-0.2587 N	track & field	Computer Science	940	605	Irvine	-461 m^2	0.0017	1788
0	894 kg	2.4127 N	tennis	Robotics Engineering	-373	2019	Sacramento, Modesto, San Diego	2144 m^2	1.635	1977
4	391 kg	0.306 N	motor sports	Computational Media	1156	-2646	Fremont	419 m^2	0.7906	285
0	2307 kg	0.7389 N	baseball	Robotics Engineering, Computer Engineering	1171	250	Oakland	353 m^2	1.4513	655
1	-766 kg	1.3566 N	football	Games and Playable Media, Bioinformatics	-1412	2022	Riverside, Stockton	961 m^2	-0.6167	1336
1	897 kg	0.4139 N	volleyball	Games and Playable Media	-1584	696	stockton, chula vista, riverside	-1077 m^2	-0.4007	143
3	-152 kg	0.8565 N	basketball	Natural Language Processing	1188	388	Anaheim, Santa Clarita, San Jose	524 m^2	0.0216	429
1	901 kg	1.9098 N	football	Human Computer Interaction	91	-688	Los Angeles	-145 m^2	0.7299	2285
1	-470 kg	0.792 N	football	Bioinformatics, Games and Playable Media	1363	564	Stockton, Moreno Valley	538 m^2	-0.0919	808
1	-528 kg	1.2886 N	volleyball	Electrical Engineering	-1000	-529	Oakland, San Diego	-142 m^2	0.1698	1010
2	1557 kg	1.6894 N	track & field	Technology and Information Management	50	1618	Los Angeles	642 m^2	0.6552	1515
3	1028 kg	1.0268 N	boxing	Computer Game Design	1264	-499	Anaheim, Santa Clarita	-1398 m^2	0.4026	-1156
